,credit_reporting,debt_collection,mortgages_and_loans,credit_card,retail_banking
agency shall,0.004220116566087717,0.0025385274793557635,1.0223746812083994e-05,0.0,6.241641617918898e-05
supervisor,0.0042125548636271735,0.009422187893007429,0.02288043714446852,0.023836135755594692,0.014728802003081912
billing act,0.004205760420298742,0.000392990542841612,2.5941538712549343e-05,0.0009503149808750229,5.2791405028967434e-05
working,0.004205760420298742,0.006623328417159851,0.015478451431821107,0.009055942758926688,0.009700420674072766
confirmed,0.004201230791413122,0.0081952905885263,0.010004786763473196,0.008619915885348738,0.009832399186645184
incorrectly,0.004198965976970312,0.0030576581260115666,0.003268633877781217,0.00239255771655594,0.001385774382010395
speak,0.004198965976970312,0.010869543306887513,0.017597010426679303,0.016982687717048937,0.01499275902822675
police behalf,0.0041968702329502686,0.0,0.0,0.0,0.0
accurate information,0.0041944363480846915,0.000843491896830777,0.0006398912882428838,0.0002459638774029471,0.00021116562011586973
multiple time,0.00419217153364188,0.006316604091039568,0.007799755972906502,0.006026114996372204,0.00596542876827332
company inquiry,0.004187983698833241,0.0002266542392281932,5.1118734060419973e-05,9.252994368740495e-05,0.0
attempted,0.00418537709031345,0.012355239261532631,0.008500177518145335,0.011750365234113519,0.01265673935569494
effect,0.00418084746142783,0.0016965689288528127,0.0031648677229310198,0.0026720621226956525,0.001478159340811088
agency original,0.004173067272854922,0.0036642678744453973,3.6459927511125295e-05,0.0,0.0
impacted data,0.004172114636909261,0.0,0.0,0.0,2.234590464564858e-05
answer,0.004171788203656588,0.009527624380111276,0.019153502749432266,0.013472112375934148,0.017183602336928897
damaging,0.004171788203656588,0.0027605189350825426,0.0008214820592307292,0.001218639210769147,0.00010558281005793487
refusing,0.004171788203656588,0.0030097324500552723,0.003778817472461354,0.0037341788660265607,0.004606050088777409
checked,0.004169523389213778,0.005588133816503898,0.005318015436072615,0.00792674495812225,0.008301448440805128
verify account,0.004167258574770967,0.001456940549071342,0.00014700205270444628,0.0004360268735779517,0.001003036695550381
didnt,0.004162728945885347,0.007485990584373146,0.010342026766736338,0.010296942322187013,0.010927820840996258
best,0.0041604641314425365,0.004763812190055638,0.005093188767230521,0.00808326742556049,0.003919761823400832
doubt,0.004158199316999726,0.0006517891930056004,0.000830129238801579,0.0008273330421735493,0.0009238495880069301
fair debt,0.004155934502556916,0.014837789276068667,0.0004496533376841886,0.0002124233486661816,2.6395702514483717e-05
etc,0.004155934502556916,0.0035752554263395434,0.005724432875902555,0.005187601777953067,0.004909600667693971
file litigation,0.0041539685668006655,0.00012124415761032565,1.2153309170375098e-05,0.0,0.0
specific,0.004149140059228485,0.0031151689371591196,0.003986349782161749,0.0030521881150456617,0.003246671409281497
letter remove,0.004141236096097828,0.00014818730374595358,3.6459927511125295e-05,0.0,0.0
need deleted,0.004140080801457243,0.0006517891930056004,8.647179570849781e-06,1.1180176245588505e-05,2.6395702514483717e-05
illegal,0.004117432657029141,0.009594720326450088,0.005836846210323602,0.0034882149886236134,0.00390656397214359
inaccurately,0.00411290302814352,0.0025879865016398837,0.0005966553903886349,0.0004360268735779517,0.00010558281005793487
nature,0.00411290302814352,0.0016103027121314832,0.0010636030872145231,0.0006372700459985448,0.0008446624804634789
financial protection,0.00411290302814352,0.0050897067865584384,0.0022655610475626428,0.0016323057318559217,0.0018872927297855855
accurate statement,0.0041083733992578995,4.7925675956294145e-05,0.00011241333442104715,8.944140996470804e-05,3.959355377172557e-05
dismissed,0.0041083733992578995,0.001677398658470295,0.0007090687248096821,0.0006149096935073677,0.0003035505789165627
instead,0.004106108584815089,0.00877039870000183,0.014414848344606586,0.011202536598079682,0.009951179847960361
amendment,0.004103843770372278,0.00027796892054650607,0.0003199456441214419,8.944140996470804e-05,0.00021116562011586973
receive accurate,0.004103843770372278,3.834054076503532e-05,3.4588718283399124e-05,3.354052873676551e-05,1.3197851257241858e-05
block information,0.004097049327043848,0.0017540797400003656,6.0530256995948466e-05,0.00034658546361324366,5.2791405028967434e-05
credit history,0.004094784512601038,0.002425039203388484,0.0013921959109068148,0.0032198907587294894,0.00015837421508690228
remove fraudulent,0.004090254883715417,0.0007763959504919651,6.0530256995948466e-05,0.00033540528736765516,3.959355377172557e-05
forward,0.004087990069272606,0.004610450026995496,0.009650252401068355,0.004159025563358924,0.004355290914889813
close,0.004078930811501365,0.004715886514099344,0.023580858689707353,0.021644821211459345,0.029734758882565906
choice,0.004078930811501365,0.002904295962951425,0.002844922078809578,0.0016323057318559217,0.0017553142172131672
statement request,0.004067606739287314,4.7925675956294145e-05,0.00010376615485019737,7.826123371911954e-05,1.3197851257241858e-05
started,0.004063077110401693,0.009613890596832606,0.01813313556007199,0.009055942758926688,0.009621233566529315
item mine,0.0040562826670732625,5.751081114755297e-05,1.7294359141699562e-05,1.1180176245588505e-05,2.6395702514483717e-05
finance charge,0.004054017852630452,0.001016024330273436,0.0014873148861861624,0.0021801343678897584,0.00013197851257241858
well receive,0.004051753038187641,8.626621672132946e-05,6.0530256995948466e-05,5.590088122794252e-05,3.959355377172557e-05
job,0.004049488223744831,0.007524331125138181,0.014752088347869726,0.008105627778051665,0.006572529926106445
allow,0.004049488223744831,0.005223898679236062,0.008508824697716185,0.007982645839350192,0.014016118035190853
apartment,0.004049488223744831,0.011185852768199054,0.00118466360120642,0.0009279546283838459,0.001768512068470409
make authorize,0.004047223409302021,5.751081114755297e-05,8.647179570849781e-06,0.00016770264368382758,9.2384958800693e-05
fdcpa,0.004031369708202349,0.01890188659716241,0.0005707138516760856,0.0002012431724205931,3.959355377172557e-05
something,0.004026840079316728,0.008674547348089241,0.011526690367942759,0.010889491663203204,0.01165370266014456
rate,0.004017780821545487,0.004303725700875214,0.05328392051557635,0.014657211057966529,0.005490306123012613
truth lending,0.004013251192659866,0.0007763959504919651,0.000830129238801579,0.0004136665210867747,3.959355377172557e-05
reported account,0.0040019271204458145,0.001514451360218895,0.0005707138516760856,0.0007155312797176643,0.00026395702514483716
litigation due,0.004001178918366618,0.0001077725845425117,0.0,1.5713347615674378e-05,0.0
concern writing,0.003995132677117384,0.00034506486688531783,0.00026806256669634324,0.00019006299617500458,6.598925628620929e-05
unknown suspicious,0.003992492633837175,0.0,0.0,0.0,0.0
ensure proper,0.003988446447663781,0.0,3.6459927511125295e-05,0.0,1.8549119444054902e-05
theft reviewed,0.0039877396664159395,0.0,0.0,0.0,0.0
section fcra,0.0039844755395549,0.0007706244133758569,7.156622768458795e-05,6.609281691957496e-05,0.0
hour,0.003983808604903332,0.007629767612242028,0.022335664831504985,0.02938150317340659,0.02871852433575828
lending act,0.003983808604903332,0.0006709594633881181,0.0005361251333926865,0.0005031079310514827,2.6395702514483717e-05
service company,0.003983808604903332,0.0010831202766122478,0.0005793610312469353,0.0004360268735779517,0.00023756132263035343
came,0.003977014161574901,0.00875122842961931,0.012036873962622895,0.008776438352786976,0.010967414394767984
account balance,0.003977014161574901,0.0025879865016398837,0.0016170225797489091,0.0038236202759912687,0.005529899676784338
appropriateness,0.003972530859285234,0.0,1.2153309170375098e-05,1.5713347615674378e-05,0.0
next,0.003972484532689281,0.007438064908416852,0.020303577632355286,0.01622243573234892,0.019506424158203466
lease,0.003970219718246471,0.008789568970384347,0.012036873962622895,0.0004919277548058942,0.0012537958694379765
section requesting,0.0039693477416095245,0.0,1.2153309170375098e-05,6.285339046269751e-05,0.0
information reopen,0.0039693477416095245,0.0,0.0,1.5713347615674378e-05,3.7098238888109804e-05
charge removed,0.00396569008936085,0.00038340540765035316,0.0002507682075546437,0.001509323793154448,9.2384958800693e-05
unproven,0.003961208106550796,9.73742677461948e-05,0.0,0.0,0.0
subsection section,0.003958895646032419,0.0012556527100549067,8.647179570849781e-06,1.1180176245588505e-05,0.00013197851257241858
happened,0.003956630831589609,0.0050609513809846615,0.01109433138940027,0.013561553785898857,0.01520392464834262
consumer contract,0.003955020411238298,0.001903895609516823,8.178997449667195e-05,9.252994368740495e-05,0.0
section plainly,0.003953432153230978,5.388629227125585e-05,0.0,0.0,1.8549119444054902e-05
charge related,0.003947571573818367,9.585135191258829e-05,4.3235897854248905e-05,0.0002236035249117701,3.959355377172557e-05
capital one,0.003945306759375557,0.005108877056940956,0.0027498031035302303,0.05430211602482337,0.015124737540799169
based,0.003940777130489937,0.007485990584373146,0.012503821659448784,0.009480789456259051,0.007021256868852669
protection bureau,0.003933982687161506,0.004936344623498297,0.0020061456604371494,0.0016882066130838643,0.002032469093615246
fraudulent amount,0.003933982687161506,0.00011502162229510594,4.3235897854248905e-05,0.0002347837011573586,3.959355377172557e-05
unknown account,0.003933598499735315,0.0004306430545335671,0.0,0.0001454041972230649,9.362462426878346e-05
later received,0.003931717872718695,0.001571962171366448,0.001815907709878454,0.00216895419164417,0.0019796776885862787
information also,0.003931717872718695,0.0008243216264482593,0.0005188307742509869,0.00031304493487647816,0.0003431441326882883
reason immediately,0.003930920760797442,9.066169569127727e-05,0.0,1.3218563383914993e-05,3.120820808959449e-05
creditor account,0.003929453058275885,0.0012460675748636478,2.5941538712549343e-05,2.236035249117701e-05,3.959355377172557e-05
discovered,0.003929453058275885,0.003987416239563673,0.00354534362404841,0.004371448912025106,0.003774585459571171
causing,0.003929453058275885,0.0037669581301647197,0.004444650299416787,0.0024260982452927056,0.0033654520705966736
removing,0.003927188243833075,0.001514451360218895,0.001297076935627467,0.001486963440663271,0.0006730904141193347
related fraudulent,0.003924923429390264,2.8755405573776486e-05,1.7294359141699562e-05,4.472070498235402e-05,3.959355377172557e-05
subsequent response,0.003924784094149594,2.6943146135627924e-05,2.4306618340750195e-05,0.0,0.0
still reporting,0.0039135993571762125,0.004658375702951791,0.0005880082108177851,0.0004583872260691287,2.6395702514483717e-05
see also,0.003911334542733402,0.00018211756863391776,0.00011241333442104715,5.590088122794252e-05,9.2384958800693e-05
authorize charge,0.003909069728290592,9.585135191258829e-05,1.7294359141699562e-05,0.0005142881072970712,0.000369539835202772
reporting creditor,0.0038993191527439196,6.735786533906981e-05,0.0,1.5713347615674378e-05,0.0
requesting charge,0.0038954808416337304,6.70959463388118e-05,8.647179570849781e-06,4.472070498235402e-05,2.6395702514483717e-05
completely,0.0038954808416337304,0.006144071657596909,0.0071771590438053185,0.0072782947358781165,0.005952230917016078
pursue,0.00389321602719092,0.0027605189350825426,0.0014873148861861624,0.0011180176245588504,0.0008842560342352044
amount credited,0.0038864215838624893,5.751081114755297e-05,0.00017294359141699562,0.0004024863448411862,0.00019796776885862787
credited well,0.0038864215838624893,1.917027038251766e-05,2.5941538712549343e-05,5.590088122794252e-05,3.959355377172557e-05
manner,0.0038841567694196787,0.002712593259126249,0.004591652352121234,0.0029627467050809537,0.0026131745489338877
charge requesting,0.0038841567694196787,6.70959463388118e-05,1.7294359141699562e-05,0.00010062158621029654,1.3197851257241858e-05
long,0.0038796271405340584,0.005636059492460191,0.010705208308712029,0.011090734835623797,0.010993810097282466
response yet,0.003877362326091248,0.0002012878390164354,0.00017294359141699562,7.826123371911954e-05,7.918710754345114e-05
contacted bureau,0.003870671093662536,4.041471920344188e-05,3.6459927511125295e-05,0.0,0.0
violation fcra,0.003870567882762817,0.006076975711258098,0.00019023795055869518,0.00031304493487647816,2.6395702514483717e-05
physical,0.003868303068320007,0.0025496459608748486,0.0010808974463562225,0.002481999126520648,0.0027451530615063063
furnisher must,0.0038674879759868263,1.3471573067813962e-05,2.4306618340750195e-05,0.0,0.0
idea,0.003866038253877196,0.006048220305684322,0.0038479949090281526,0.004147845387113335,0.004394884468661538
set,0.003861508624991576,0.007438064908416852,0.015590864766242156,0.011571482414184103,0.010637468113336938
taken advantage,0.003861508624991576,0.0004025756780328708,0.0012278994990606688,0.0006484502222441333,0.00044872694274622314
day deleted,0.003861121740635408,5.388629227125585e-05,0.0,0.0,1.8549119444054902e-05
proper investigation,0.003856978996105955,0.0002300432445902119,4.3235897854248905e-05,0.0002683242298941241,0.00021116562011586973
accordance fcra,0.0038479108537233814,0.0002719850870738318,4.089498724833598e-05,5.287425353565997e-05,0.0
issued,0.0038456549238919035,0.004744641919673121,0.006563209294274984,0.018424930452729856,0.008921747449895497
credit agency,0.0038456549238919035,0.0035752554263395434,0.002049381558291398,0.0018111885517853377,7.918710754345114e-05
balance may,0.003813947521692559,7.668108153007064e-05,5.1883077425098686e-05,0.00011180176245588505,0.00010558281005793487
immediately file,0.0038023892917795417,0.00016999067942114488,0.0,3.9655690151744977e-05,0.0001404369364031752
xxxxdispute xxxxdispute,0.003792868002145316,0.0,0.0,0.0,0.0
covid,0.003768651232836353,0.004150363537815073,0.01729435914169956,0.013695715900845918,0.006862882653765766
transaction made,0.003759591975065112,0.000508012165136718,0.00014700205270444628,0.0019006299617500457,0.0032994628143104645
resolve matter,0.003752797531736681,0.00507053651617592,0.0011500748829230208,0.00164348590810151,0.0012933894232097021
unknown item,0.0037515122519599566,2.2665423922819317e-05,0.0,1.3218563383914993e-05,1.5604104044797244e-05
information mistake,0.0037497126219855816,6.735786533906981e-05,3.6459927511125295e-05,0.0,0.0
paragraph,0.00374600308840825,0.004754227054864379,0.0010030728302185747,0.0004248466973323632,0.00042233124023173947
willful,0.0037437382739654397,0.0011502162229510594,0.00038912308068824017,0.00017888281992941608,0.00010558281005793487
reinvestigation,0.003732414201751388,0.0019457824438255424,0.00012970769356274671,7.826123371911954e-05,2.6395702514483717e-05
deletion,0.0037278845728657677,0.006029050035301803,0.0002853569258380428,0.0002347837011573586,2.6395702514483717e-05
usc,0.003723354943980147,0.016879423071806798,0.0006831271860971327,0.0004919277548058942,0.00013197851257241858
section shall,0.003719379384705481,0.00037397949472651874,3.067124043625198e-05,0.0,0.00012483283235837796
delete account,0.003716560500651716,0.0019170270382517659,0.00011241333442104715,0.0002347837011573586,0.00015837421508690228
part mistake,0.003714698327552779,1.3471573067813962e-05,1.2153309170375098e-05,0.0,0.0
highly embarrassing,0.003714698327552779,1.3471573067813962e-05,0.0,0.0,1.8549119444054902e-05
around,0.0037142956862089055,0.008339067616395182,0.015054739632849468,0.013103166559829727,0.014240481506563964
claim compliance,0.0037081202701206386,0.0,0.0,0.0,2.234590464564858e-05
received copy,0.0037075012428804746,0.0008147364912570005,0.0006571856473845833,0.0004248466973323632,0.00023756132263035343
resulting,0.0037052364284376645,0.0030097324500552723,0.002170442072283295,0.0014310625594353287,0.0010426302493221067
certain,0.0036916475417808027,0.003038487855629049,0.0033118697756354663,0.002571440536485356,0.003523826285683576
consumer credit,0.0036893827273379925,0.005166387868088509,0.0007695989818056305,0.001352801325716209,0.00015837421508690228
credit highly,0.0036828671507956857,2.6943146135627924e-05,1.2153309170375098e-05,0.0,0.0
dispute section,0.003673857822761642,4.5330847845638634e-05,1.0223746812083994e-05,1.3218563383914993e-05,0.0
dispute account,0.00367352902623832,0.001686983793661554,0.00014700205270444628,0.0004919277548058942,0.000184769917601386
get credit,0.0036689993973526994,0.0009872689246996594,0.0006139497495303344,0.0018335489042765147,0.000369539835202772
submit,0.0036689993973526994,0.0036135959671045785,0.008214820592307291,0.005243502659181009,0.004421280171176023
fax,0.0036667345829098892,0.0031247540723503783,0.006528620575991585,0.008351591655454613,0.004738028601349827
really,0.0036622049540242685,0.004936344623498297,0.008033229821319446,0.007647240551982537,0.008301448440805128
certify,0.0036622049540242685,9.585135191258829e-05,0.00016429641184614584,0.00012298193870147355,5.2791405028967434e-05
consumer dispute,0.003650880881810217,0.0008147364912570005,4.3235897854248905e-05,0.0002347837011573586,3.959355377172557e-05
format,0.003650880881810217,0.00031630946131154134,0.00038912308068824017,0.00034658546361324366,0.0002903527276593209
decided pull,0.003650600307295603,0.0,8.78456862610792e-05,0.0,0.0
suspicious item,0.003645526012087039,0.0,0.0,0.0,0.0
information provided,0.003644086438481786,0.002242921634754566,0.0019456154034412007,0.0017664678468029837,0.0016497314071552323
driver,0.0036327623662677348,0.002482550014536037,0.001219252319489819,0.004214926444586866,0.004302499509860846
letter formal,0.0036256585218799294,0.0006119664459161215,7.156622768458795e-05,2.6437126767829985e-05,0.0
suspicious,0.0036237031084964933,0.0006613743281968592,0.00046694769682588817,0.0025379000077485904,0.006137000834617464
give reason,0.0036191734796108726,0.0001246067574863648,0.00019023795055869518,0.00031304493487647816,0.0011614109106372836
performed,0.0036146438507252522,0.0011885567637160948,0.0011241333442104716,0.0009838555096117884,0.0010954216543510743
compromised,0.0036101142218396315,0.002415454068197225,0.000475594876396738,0.002079512781679462,0.0035502219881980595
limited,0.0036055845929540108,0.004313310836066473,0.001936968223870351,0.0022695757778544664,0.0037877833108284132
denied credit,0.0036055845929540108,0.0003642351372678355,0.0003199456441214419,0.0007490718084544298,7.918710754345114e-05
subject,0.0036010549640683905,0.005300579760766133,0.003908525166024101,0.0026273414177132985,0.0022700304162455993
immediately remove,0.00359879014962558,0.002971391909290237,7.782461613764803e-05,4.472070498235402e-05,2.6395702514483717e-05
contract signature,0.0035935256546254543,0.0023458713760117996,7.156622768458795e-05,0.00011896707045523494,0.0
practice act,0.003591995706297149,0.013054954130494525,0.0003112984645505921,0.00017888281992941608,3.959355377172557e-05
without knowledge,0.003589730891854339,0.001792420280765401,0.0016775528367448576,0.0020459722529426964,0.0013593786794959114
adequately,0.0035874660774115282,0.00014377702786888243,0.0003631815419756908,0.0002795044061397126,7.918710754345114e-05
ed,0.003582936448525908,0.00018211756863391776,0.0005880082108177851,4.472070498235402e-05,0.00010558281005793487
plan,0.003578406819640287,0.008712887888854276,0.02005280942480064,0.008686996942822269,0.002309623970017325
dept ed,0.0035714580321458593,4.041471920344188e-05,0.0004132125117927533,0.0,0.0
investigation performed,0.003569426004184598,9.066169569127727e-05,0.0,1.3218563383914993e-05,7.802052022398623e-05
actually,0.003569347561869046,0.006623328417159851,0.008811475982695927,0.00792674495812225,0.006810091248736798
initiate,0.003569347561869046,0.0008530770320220358,0.0010549559076436733,0.001129197800804439,0.0014385657870393624
demand account,0.003569347561869046,0.0002012878390164354,2.5941538712549343e-05,7.826123371911954e-05,7.918710754345114e-05
showed,0.003569347561869046,0.005223898679236062,0.0071598646846636185,0.006674565218616337,0.00646694711604851
validated,0.0035670827474262356,0.004965100029072074,0.0003285928236922917,0.00035776563985883217,0.00026395702514483716
id theft,0.0035670827474262356,0.0019170270382517659,0.00015564923227529606,0.0007490718084544298,0.0003563419839455302
payment status,0.0035625531185406152,0.0006134486522405651,0.0005793610312469353,0.00019006299617500458,9.2384958800693e-05
attorney general,0.0035602883040978047,0.004667960838143049,0.002144500533570746,0.001442242735680917,0.0013065872744669439
along sworn,0.003559972598504814,0.0,0.0,0.0,0.0
potentially negative,0.0035587255614430223,9.430101147469773e-05,1.2153309170375098e-05,0.0,0.0
reporting information,0.0035512290463265636,0.0016198878473227421,0.0002248266688420943,0.0002012431724205931,9.2384958800693e-05
particularly,0.0035512290463265636,0.00038340540765035316,0.0005447723129635362,0.0005031079310514827,0.0006202990090903673
might,0.003548964231883753,0.0032110202890717077,0.0029832769519431744,0.0029068458238530113,0.0035106284344263343
regard inaccurate,0.0035470643742105384,4.86871338730974e-05,0.0,0.0,0.0
settlement,0.0035444346029981327,0.013438359538144878,0.0078689334094733,0.0022024947203809356,0.0019268862835573111
injurious,0.003542169788555322,0.00011502162229510594,8.647179570849781e-06,4.472070498235402e-05,1.3197851257241858e-05
declare,0.003542169788555322,0.0002492135149727296,0.00016429641184614584,0.00010062158621029654,0.00019796776885862787
report per,0.003539904974112512,0.0008147364912570005,1.7294359141699562e-05,0.00016770264368382758,2.6395702514483717e-05
credit pulled,0.0035212267033028852,6.799627176845795e-05,0.0007361097704700476,0.00010574850707131994,0.0
thing listed,0.0035163870607038527,3.24580892487316e-05,0.0,0.0,0.0
legally,0.0035127272007987884,0.0054826973294000506,0.00236068002284199,0.0010509365670853194,0.0015573464483545393
must removed,0.003502482530737775,0.0012919291636007012,9.201372130875594e-05,9.252994368740495e-05,0.0
suspected identity,0.00350104840395051,1.62290446243658e-05,0.0,0.0,0.0
service money,0.003496873499699116,0.00021087297420769425,4.3235897854248905e-05,4.472070498235402e-05,0.00023756132263035343
information cra,0.0034950632079288357,9.430101147469773e-05,1.2153309170375098e-05,0.0,0.0
line credit,0.0034923438708134953,0.0010543648710384713,0.003268633877781217,0.0024260982452927056,0.0008710581829779626
beginning,0.003487814241927875,0.003038487855629049,0.0077046369976271544,0.003790079747254503,0.003075099342937353
deficient,0.003487814241927875,0.0001246067574863648,0.0001815907709878454,4.472070498235402e-05,6.598925628620929e-05
privacy,0.003481019798599444,0.0033260419113668137,0.0009684841119351755,0.001106837448313262,0.0014121700845248788
yet receive,0.003474225355271013,0.001849931091912954,0.0016343169388906085,0.001084477095822085,0.0015177528945828137
reporting practice,0.0034674309119425823,8.626621672132946e-05,2.5941538712549343e-05,1.1180176245588505e-05,1.3197851257241858e-05
runner,0.0034665364262554885,0.0,4.39228431305396e-05,0.0,0.0
item need,0.0034629012830569616,0.00015336216306014128,7.782461613764803e-05,4.472070498235402e-05,2.6395702514483717e-05
run,0.0034561068397285307,0.0026263270424049193,0.006251910829724392,0.004796295609357469,0.004394884468661538
account collection,0.0034493123964000998,0.004399577052787803,0.0002853569258380428,0.00035776563985883217,0.00015837421508690228
allegation,0.003447047581957289,0.001849931091912954,0.000553419492534386,0.00017888281992941608,0.000277154876402079
document proof,0.003444782767514479,0.00027796892054650607,0.00012970769356274671,0.0002012431724205931,0.00017157206634414414
report noticed,0.0034402531386288583,0.0022237513643720485,0.0003199456441214419,0.00031304493487647816,1.3197851257241858e-05
pulled due,0.0034396937769371385,0.0,1.4640947710179866e-05,0.0,0.0
source,0.003437988324186048,0.0025592310960661072,0.0029832769519431744,0.001531684145645625,0.0023624153750462927
initial,0.0034334586953004274,0.0068725419321325806,0.007964052384752649,0.005903133057670731,0.004870007113922246
verify information,0.0034243994375291863,0.0012556527100549067,0.0003285928236922917,0.0005254682835426597,0.000369539835202772
last payment,0.0034176049942007554,0.002904295962951425,0.002291502586275192,0.0010509365670853194,0.00021116562011586973
credit inquiry,0.003415340179757945,4.7925675956294145e-05,0.0007955405205181798,0.0005031079310514827,1.3197851257241858e-05
collection reporting,0.0033932034423061375,0.0006466355072550701,2.4306618340750195e-05,0.0,0.0
assistance,0.003392692035329842,0.0044091621879790615,0.015288213481262412,0.00838513218419138,0.006176594388389189
correspondence,0.0033881624064442213,0.009287996000329805,0.006200027752299293,0.004438529969498636,0.0038669704183718645
fraudulently opened,0.0033881624064442213,0.0016486432528965186,6.917743656679825e-05,0.00036894581610442067,0.0003035505789165627
much le,0.0033881624064442213,0.000392990542841612,0.0002853569258380428,0.0003018647586308896,0.00031674843017380456
disputed information,0.0033836327775586005,0.0013515040619674948,0.0001815907709878454,0.00012298193870147355,3.959355377172557e-05
theft affidavit,0.0033745735197873595,0.000450501353989165,1.7294359141699562e-05,0.00011180176245588505,3.959355377172557e-05
payment account,0.0033723087053445493,0.00254006082568359,0.003822053370315603,0.004595052436936875,0.0012669937206952182
fixed,0.0033677790764589286,0.0018786864974867305,0.00864717957084978,0.003633557279816264,0.00277154876402079
item error,0.0033605623670305107,6.799627176845795e-05,2.044749362416799e-05,1.3218563383914993e-05,0.0
reopen dispute,0.003352529150216892,2.2665423922819317e-05,0.0,0.0007270209861153246,0.00021845745662716143
may got,0.003351822912521916,1.3471573067813962e-05,0.0,0.0,1.8549119444054902e-05
matter receive,0.0033498514112790187,6.799627176845795e-05,0.0,2.6437126767829985e-05,4.681231213439173e-05
highly,0.003347395746473636,0.0019170270382517659,0.001305724115198317,0.001375161678207386,0.001201004464409009
delete item,0.003347395746473636,0.0005751081114755297,3.4588718283399124e-05,4.472070498235402e-05,3.959355377172557e-05
inquiry made,0.0033451309320308253,0.00019170270382517658,0.0001815907709878454,0.0002236035249117701,3.959355377172557e-05
requires,0.0033451309320308253,0.003134339207541637,0.0021272061744290463,0.0015652246743823907,0.001385774382010395
stated failure,0.003342273559494788,0.0001077725845425117,0.0,0.0,1.8549119444054902e-05
account type,0.0033360716742595843,0.0008147364912570005,0.00017294359141699562,0.00017888281992941608,0.00044872694274622314
auto loan,0.003333806859816774,0.0015911324417489656,0.004505180556412736,0.0004695674023147172,0.0004091333889744976
include,0.003333806859816774,0.0031726797483066726,0.005032658510234572,0.0033093321686941974,0.00205886479612973
chapter bankruptcy,0.003333806859816774,0.000948928383934624,0.0011414277033521712,0.0002347837011573586,0.00013197851257241858
driver license,0.0033315420453739635,0.0017253243344265892,0.0008733651366558279,0.00336523304992214,0.0036426069469987525
account status,0.003327012416488343,0.0007763959504919651,0.0005188307742509869,0.0006372700459985448,0.00023756132263035343
education,0.003327012416488343,0.0014090148731150478,0.004634888249975482,0.0002459638774029471,0.0003035505789165627
reporting late,0.0033257517608381625,0.0006799627176845795,0.001359758326007171,0.0012557635214719243,0.0
applicable,0.003320217973159912,0.003364382452131849,0.001305724115198317,0.0008608735709103149,0.0007258818191483022
four,0.0033179531587171017,0.0042941405656839555,0.004505180556412736,0.004583872260691287,0.0034842327319118504
rule,0.0033179531587171017,0.004274970295301438,0.004297648246712341,0.003298151992448609,0.003259869260538739
report contacted,0.003311158715388671,0.0011406310877598008,0.00019888513012954496,0.0005478286360338367,9.2384958800693e-05
national,0.003311158715388671,0.008329482481203923,0.002870863617522127,0.0026832422989412413,0.001662929258412474
citizen,0.003311158715388671,0.0019937081197818366,0.004920245175813525,0.0020124317242059308,0.004962392072722938
statement claim,0.0033088939009458607,7.668108153007064e-05,3.4588718283399124e-05,1.1180176245588505e-05,6.598925628620929e-05
correctly,0.0033088939009458607,0.001744494604809107,0.004781890302679929,0.0028509449426250685,0.0024416024825897435
aspect,0.00330209945761743,0.0003258945965028002,0.00034588718283399124,0.00011180176245588505,0.0003035505789165627
effort,0.003297569828731809,0.012163536557707454,0.004453297478987637,0.003633557279816264,0.002784746615278032
number account,0.0032953050142889985,0.0013131635212024597,0.000510183594680137,0.0008944140996470804,0.0014517636382966044
report also,0.0032930401998461883,0.0013131635212024597,0.00030265128497974236,0.0004360268735779517,0.0002903527276593209
fraudulent activity,0.003290775385403378,0.001792420280765401,0.0005015364151092873,0.002325476659082409,0.004104531741002218
phone call,0.003290775385403378,0.017732500103828833,0.0177526596589546,0.010978933073167912,0.009898388442931394
whether,0.003274921684303706,0.0027701040702738018,0.0031302790046476205,0.0025938008889765333,0.003141088599223562
regard investigation,0.003267133888462031,1.62290446243658e-05,0.0,0.0,0.0
fraud alert,0.0032658624265324647,0.00106395000622973,0.0001815907709878454,0.0015875850268735677,0.0018476991760138601
debt collector,0.003261332797646844,0.026378292046344298,0.0009944256506477249,0.0005031079310514827,0.00038273768646001385
delinquency derogatory,0.003259512499926346,2.6943146135627924e-05,0.0,4.7140042847023136e-05,0.0
received enclosed,0.00325880828739134,2.2665423922819317e-05,2.044749362416799e-05,2.6437126767829985e-05,0.0
loan account,0.003252273539875603,0.001178971628524836,0.0027411559239593807,0.00010062158621029654,0.00022436347137311157
cause,0.003252273539875603,0.004284555430492697,0.004202529271432993,0.003980142743429508,0.00426290595608912
relating,0.0032500087254327924,0.0032685311002192607,0.0006917743656679825,0.0006931709272264873,0.0003563419839455302
make payment,0.0032477439109899822,0.006575402741203557,0.021531477131415955,0.011571482414184103,0.002309623970017325
account disputed,0.0032432142821043615,0.0013515040619674948,9.511897527934759e-05,0.0004024863448411862,0.000184769917601386
credit limit,0.0032409494676615513,0.0015815473065577067,0.00038912308068824017,0.019878353364656362,0.0003035505789165627
also impacted,0.003238684653218741,1.917027038251766e-05,2.5941538712549343e-05,3.354052873676551e-05,1.3197851257241858e-05
still yet,0.0032364198387759306,0.00019170270382517658,0.0003718287215465406,0.0002683242298941241,0.0003431441326882883
partial account,0.0032347086369504834,9.066169569127727e-05,2.044749362416799e-05,1.3218563383914993e-05,0.0
